Gene ID	normal_1656639	neoplasm_1656641	normal_1656634	normal_1656636	normal_1656635	neoplasm_1656647	neoplasm_1656645	normal_1656638	normal_1656637	neoplasm_1656646	neoplasm_1656642	neoplasm_1656644	neoplasm_1656643	normal_1656640
ENSG00000257258	0	1	0	0	0	0	0	0	0	0	5	1	1	0
ENSG00000257259	28	1	28	40	17	3	2	4	60	18	0	6	3	17
ENSG00000257261	86	16	58	43	48	13	34	71	69	32	27	29	25	67
ENSG00000257262	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257264	0	1	0	0	0	1	0	4	9	0	0	1	0	0
ENSG00000257265	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ENSG00000257267	489	589	608	379	315	394	452	331	717	593	382	377	556	320
ENSG00000257268	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257270	47	94	65	88	79	33	57	35	87	59	25	74	77	62
ENSG00000257271	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257272	0	0	0	0	1	0	0	2	0	0	0	2	0	1
ENSG00000257275	0	0	0	0	0	0	0	0	2	0	0	0	0	7
ENSG00000257277	0	0	1	2	2	0	0	0	8	0	0	2	0	1
ENSG00000257279	2	40	3	8	2	27	27	6	24	7	17	15	13	2
ENSG00000257281	0	0	3	0	0	0	0	0	4	0	0	0	0	0
ENSG00000257283	10	2	13	6	4	5	6	9	0	2	2	0	2	8
ENSG00000257284	0	0	2	0	2	0	0	0	0	0	0	0	0	1
ENSG00000257285	8	8	30	17	3	5	7	8	12	12	2	17	12	13
ENSG00000257286	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257287	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257288	0	0	0	0	0	0	0	0	0	0	2	0	3	0
ENSG00000257289	2	3	1	0	0	0	3	0	0	1	0	3	0	3
ENSG00000257292	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257294	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257296	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000257298	12	11	36	23	17	15	22	17	18	18	21	29	21	7
ENSG00000257300	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000257302	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000257303	7	5	10	7	8	10	15	17	52	8	6	21	19	15
ENSG00000257307	0	0	3	3	0	1	0	1	7	0	0	2	0	3
ENSG00000257308	0	0	0	1	0	0	0	0	4	0	0	0	0	1
ENSG00000257310	0	0	0	0	0	0	0	1	0	0	2	0	0	0
ENSG00000257315	40	18	53	71	40	38	28	37	28	18	31	4	23	51
ENSG00000257316	0	0	1	1	0	0	0	5	0	0	0	0	1	1
ENSG00000257319	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257322	3	0	6	4	7	1	0	4	13	1	1	0	0	19
ENSG00000257323	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257325	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000257327	0	0	2	0	1	2	0	0	0	0	4	3	0	0
ENSG00000257329	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257331	0	4	2	2	2	2	1	1	0	2	5	1	2	2
ENSG00000257332	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000257335	18	12	40	208	132	12	16	11	34	7	15	208	5	30
ENSG00000257336	2	0	0	0	0	0	2	0	0	1	0	5	0	0
ENSG00000257337	262	150	334	127	137	207	100	141	359	188	165	198	262	186
ENSG00000257341	0	1	0	0	1	1	0	2	8	4	1	0	2	1
ENSG00000257342	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257343	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000257345	1	1	2	0	0	0	0	0	2	0	0	0	0	0
ENSG00000257346	0	1	1	1	0	0	3	0	0	0	0	1	0	0
ENSG00000257350	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000257354	168	211	160	121	79	212	295	52	332	186	535	322	428	106
ENSG00000257355	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257356	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257359	0	0	0	2	0	0	0	0	0	1	0	0	0	1
ENSG00000257360	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257364	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257365	159	140	153	141	132	122	93	115	240	137	51	191	122	178
ENSG00000257366	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257368	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000257373	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000257376	0	2	16	6	0	6	5	0	7	18	4	2	18	2
ENSG00000257378	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257379	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257381	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257384	0	1	0	0	0	0	0	0	0	1	1	3	0	0
ENSG00000257386	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257389	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257390	0	0	0	0	0	0	0	0	3	0	0	1	0	0
ENSG00000257391	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000257392	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257395	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257398	2	1	2	0	1	0	0	0	0	4	0	1	0	0
ENSG00000257400	0	0	0	0	0	0	0	0	5	0	0	0	0	0
ENSG00000257402	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257403	0	0	1	2	0	1	1	1	0	2	2	8	1	0
ENSG00000257404	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000257405	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257407	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ENSG00000257408	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257410	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257411	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257414	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257415	0	0	0	2	0	1	0	0	0	0	0	0	0	0
ENSG00000257426	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000257429	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257431	0	6	0	2	3	0	0	0	0	0	1	3	2	3
ENSG00000257432	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257433	21	7	15	15	21	5	1	11	40	6	8	7	6	27
ENSG00000257434	0	0	7	1	8	0	1	0	0	0	0	0	0	2
ENSG00000257435	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257438	0	1	7	1	0	0	0	0	0	0	0	3	3	0
ENSG00000257443	4	6	5	4	3	0	3	0	0	6	0	3	12	6
ENSG00000257444	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257446	17	10	13	21	22	4	4	0	18	8	2	4	10	0
ENSG00000257449	2	0	0	2	1	0	1	0	0	0	0	0	0	0
ENSG00000257452	7	4	3	5	3	0	2	0	1	0	2	1	0	1
ENSG00000257453	4	3	0	9	11	1	0	3	22	0	0	1	2	1
ENSG00000257454	0	0	0	3	1	0	1	0	0	0	0	0	1	0
ENSG00000257456	0	0	3	0	0	0	0	1	8	1	0	0	0	0
ENSG00000257458	0	0	0	0	1	0	0	0	0	0	1	0	0	0
ENSG00000257464	0	3	4	0	2	0	0	0	16	1	3	5	0	1
ENSG00000257465	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257467	0	0	3	1	1	0	0	10	11	3	0	1	1	3
ENSG00000257470	0	0	0	0	0	3	1	0	0	0	0	0	0	0
ENSG00000257472	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257474	6	1	0	4	1	2	3	7	0	2	0	0	0	3
ENSG00000257475	7	3	0	0	1	2	3	0	7	0	4	1	5	2
ENSG00000257476	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257477	0	0	0	0	0	0	1	0	6	0	0	0	0	1
ENSG00000257480	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000257488	0	0	0	0	0	0	0	0	0	0	0	17	0	0
ENSG00000257489	65	15	75	61	30	75	74	88	30	21	40	24	62	142
ENSG00000257493	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257494	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000257495	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ENSG00000257496	2	3	6	1	10	3	7	12	18	6	5	1	5	3
ENSG00000257497	61	22	43	26	29	13	37	31	53	20	11	28	26	47
ENSG00000257500	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257501	0	0	0	4	0	0	0	0	0	0	0	0	0	0
ENSG00000257503	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257504	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257506	1	0	1	0	3	0	0	1	0	0	0	0	0	0
ENSG00000257507	0	1	0	1	2	1	0	0	0	0	0	0	2	1
ENSG00000257509	14	11	14	22	20	4	11	10	37	7	13	14	13	8
ENSG00000257510	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257511	65	94	89	69	83	55	115	59	192	167	102	99	215	72
ENSG00000257512	34	3	10	34	5	24	10	17	1	1	24	3	20	13
ENSG00000257513	2	1	4	5	4	1	0	0	12	0	0	2	0	5
ENSG00000257514	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257515	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257517	0	0	2	2	0	0	0	0	0	0	0	0	0	3
ENSG00000257519	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257520	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257522	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257523	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257524	34	10	17	22	29	2	6	12	41	9	4	5	4	14
ENSG00000257526	7	1	7	3	3	0	4	18	14	2	2	3	0	6
ENSG00000257527	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257528	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000257529	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257530	0	0	0	0	0	0	0	0	1	0	0	0	2	0
ENSG00000257531	0	0	4	0	0	0	0	0	12	1	2	21	3	1
ENSG00000257534	0	2	0	7	1	15	7	1	0	4	2	9	10	5
ENSG00000257539	8	1	2	1	1	0	1	1	0	3	2	1	0	3
ENSG00000257541	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257542	0	1	0	2	0	3	0	6	0	1	0	0	0	5
ENSG00000257543	3	10	1	2	5	5	7	2	33	6	5	14	7	2
ENSG00000257545	2	5	20	7	6	5	9	6	24	8	3	3	18	5
ENSG00000257548	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000257550	3	3	2	2	1	0	2	1	0	2	1	0	2	2
ENSG00000257551	1	0	0	3	0	1	0	0	0	1	0	0	0	2
ENSG00000257553	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257556	1	116	7	3	8	68	66	6	29	40	61	204	76	7
ENSG00000257557	16	58	42	10	13	7	33	0	70	49	19	26	44	34
ENSG00000257558	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257563	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257564	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000257568	3	0	6	2	4	0	0	0	5	0	0	1	2	1
ENSG00000257569	6	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000257570	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257572	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257576	23	4	20	11	13	4	7	5	18	4	9	1	8	14
ENSG00000257579	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257580	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257582	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000257585	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000257586	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000257587	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257588	0	0	0	0	0	27	2	0	0	0	0	13	4	1
ENSG00000257591	5	1	2	2	0	4	0	2	15	3	0	0	4	0
ENSG00000257594	14	15	10	8	17	159	33	12	5	10	19	34	16	26
ENSG00000257595	1	0	2	0	2	0	0	0	0	0	2	0	0	1
ENSG00000257596	11	23	16	15	12	6	8	9	15	16	30	25	34	9
ENSG00000257599	11	18	15	7	15	32	6	36	29	16	5	7	8	42
ENSG00000257603	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257604	6	0	2	3	0	0	2	2	13	1	3	1	2	0
ENSG00000257605	25	7	23	19	15	14	12	15	35	13	32	25	33	9
ENSG00000257607	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257609	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ENSG00000257611	0	2	3	0	0	0	1	0	3	2	0	0	1	0
ENSG00000257612	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257613	1	1	3	0	0	1	1	0	20	3	0	2	2	2
ENSG00000257614	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257616	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257621	2852	1797	2613	1923	2055	769	1196	2463	4931	1840	1265	2098	1747	1316
ENSG00000257622	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257624	0	1	0	0	1	0	4	0	23	0	8	0	0	2
ENSG00000257629	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257634	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257635	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000257636	0	0	0	5	0	0	0	0	0	0	0	0	0	0
ENSG00000257639	0	0	0	0	0	0	0	0	0	0	0	1	0	1
ENSG00000257640	0	1	0	0	0	0	2	4	0	0	0	0	0	0
ENSG00000257642	0	2	0	0	0	2	10	0	0	7	0	12	87	1
ENSG00000257643	0	4	1	0	0	0	1	0	0	0	0	0	0	1
ENSG00000257644	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257645	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257647	6	12	11	7	8	44	48	8	0	62	13	8	40	9
ENSG00000257648	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257649	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000257653	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257654	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000257657	0	1	0	0	0	0	2	0	0	2	0	0	1	0
ENSG00000257658	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257660	1	2	12	5	1	2	2	7	20	6	8	7	1	15
ENSG00000257662	0	0	0	0	0	0	0	0	0	0	0	19	0	0
ENSG00000257663	4	0	0	0	3	0	0	0	0	0	0	0	0	0
ENSG00000257664	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257666	1	0	0	0	5	0	0	2	0	1	0	0	3	1
ENSG00000257668	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257671	39	214	23	9	24	185	267	11	92	595	16	1452	374	14
ENSG00000257672	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257674	0	5	2	0	2	6	18	0	6	6	6	6	0	2
ENSG00000257675	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000257677	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257680	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257681	58	4	20	33	14	9	10	30	94	12	6	22	9	30
ENSG00000257682	0	0	0	4	0	0	0	0	0	0	0	0	0	7
ENSG00000257683	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000257687	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257691	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257696	32	1	26	35	27	9	7	44	28	1	9	10	5	24
ENSG00000257698	16	43	23	13	17	11	26	11	42	43	68	27	88	14
ENSG00000257700	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257702	588	132	681	613	285	131	110	665	1020	78	314	153	204	950
ENSG00000257703	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000257704	292	164	207	196	231	121	131	198	733	232	174	299	147	196
ENSG00000257711	0	2	0	0	0	0	2	0	0	4	0	0	4	0
ENSG00000257715	9	0	4	4	7	1	0	12	16	0	0	0	0	10
ENSG00000257718	57	9	30	100	43	4	8	24	47	12	11	19	15	20
ENSG00000257720	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257721	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257723	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257725	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000257726	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257727	180	120	182	168	77	136	172	160	519	109	195	157	251	137
ENSG00000257729	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257730	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ENSG00000257731	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257732	0	6	0	0	0	0	3	0	0	0	2	3	1	0
ENSG00000257735	0	0	1	0	4	0	0	0	0	6	0	0	1	0
ENSG00000257737	0	0	1	7	0	0	0	2	0	0	0	0	0	2
ENSG00000257738	1	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000257740	9	4	11	15	8	7	28	0	22	10	3	6	29	6
ENSG00000257741	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257743	3	3	20	21	3	227	65	0	12	9	18	72	1	34
ENSG00000257746	3	0	4	0	0	0	0	0	0	0	0	0	0	1
ENSG00000257747	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257748	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257750	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ENSG00000257751	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257752	7	5	1	3	3	5	13	4	6	11	0	1	13	3
ENSG00000257754	0	3	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000257756	0	0	0	0	0	0	0	2	0	0	0	1	0	0
ENSG00000257757	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257758	3	1	1	2	0	0	1	0	4	1	0	1	1	0
ENSG00000257759	0	1	4	0	0	2	6	0	0	3	2	0	1	0
ENSG00000257761	0	2	0	5	0	0	4	0	0	1	0	0	0	1
ENSG00000257762	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000257763	0	8	1	2	1	2	0	0	0	8	1	1	10	1
ENSG00000257764	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257766	0	0	2	1	0	1	0	0	0	0	0	0	1	0
ENSG00000257767	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257769	1	3	6	1	1	0	0	0	0	0	0	0	0	0
ENSG00000257771	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000257773	23	1	13	25	9	13	5	14	10	10	4	7	3	19
ENSG00000257777	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257779	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ENSG00000257780	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257781	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257784	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ENSG00000257786	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257787	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257790	6	8	21	4	2	8	9	3	9	3	1	1	6	9
ENSG00000257792	0	0	3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257797	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257800	11	8	9	7	2	40	100	16	3	80	77	2	70	9
ENSG00000257802	8	5	5	7	10	0	3	3	23	2	4	9	1	5
ENSG00000257803	5	1	4	0	2	10	8	0	0	7	4	0	20	0
ENSG00000257807	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257808	11	2	14	3	8	1	1	31	26	0	0	0	1	11
ENSG00000257809	0	2	0	0	0	1	0	2	10	0	8	0	1	1
ENSG00000257813	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257815	68	65	52	24	22	37	33	20	114	28	120	127	57	44
ENSG00000257817	19	0	21	2	4	0	0	14	18	1	0	1	0	14
ENSG00000257818	16	9	5	4	3	2	8	20	3	14	6	2	13	2
ENSG00000257820	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257823	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257824	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257825	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257826	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257829	4	36	8	0	2	8	17	0	0	23	3	32	19	2
ENSG00000257830	0	0	3	0	0	2	2	0	0	5	1	0	6	0
ENSG00000257831	1	3	3	3	6	3	2	5	5	2	5	3	3	3
ENSG00000257835	0	0	1	0	0	0	0	0	9	0	0	0	0	0
ENSG00000257837	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000257838	3	5	21	5	5	0	8	0	8	0	1	4	2	1
ENSG00000257839	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257842	0	0	0	0	0	0	0	0	5	0	2	0	0	0
ENSG00000257844	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257845	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257846	3	0	5	2	0	0	0	1	0	0	0	2	0	0
ENSG00000257847	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257848	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257849	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000257851	5	7	6	3	2	7	2	9	1	7	2	3	3	5
ENSG00000257852	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257853	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257855	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257858	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257859	0	8	1	0	2	1	1	3	14	5	0	11	2	3
ENSG00000257860	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257863	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257864	0	1	3	1	0	1	3	1	0	2	3	0	1	0
ENSG00000257865	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257869	0	0	0	0	0	0	0	0	0	0	0	12	0	0
ENSG00000257870	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257872	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257875	0	2	5	4	1	2	4	3	0	3	1	0	5	5
ENSG00000257878	8	0	44	19	50	2	0	36	18	0	6	0	0	13
ENSG00000257879	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257880	0	0	0	0	3	0	0	0	0	0	1	0	1	1
ENSG00000257883	0	0	1	2	0	2	0	0	0	0	0	2	0	6
ENSG00000257884	1	0	0	0	1	1	0	0	8	0	0	0	0	0
ENSG00000257885	0	0	0	0	0	0	0	0	4	0	0	0	0	2
ENSG00000257890	0	1	0	2	1	1	0	0	0	0	0	1	0	0
ENSG00000257891	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257893	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSG00000257894	0	13	6	6	8	0	14	3	0	5	2	2	8	2
ENSG00000257896	5	0	7	13	8	0	0	0	7	4	0	1	5	4
ENSG00000257897	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257900	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ENSG00000257904	0	2	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000257905	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000257906	23	1	23	15	11	0	0	33	16	0	1	0	0	38
ENSG00000257907	0	0	0	0	0	1	0	0	0	0	1	0	1	1
ENSG00000257910	0	0	0	4	1	0	0	0	0	1	2	2	0	4
ENSG00000257912	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257913	14	8	20	8	5	4	23	2	0	20	10	17	32	2
ENSG00000257915	0	0	0	0	0	0	0	0	8	0	0	0	0	0
ENSG00000257918	6	0	5	0	0	0	2	0	0	2	0	0	3	0
ENSG00000257920	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257921	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257923	1877	2748	2105	2041	1520	1388	3243	1686	2043	3035	2600	1488	2212	2139
ENSG00000257924	0	0	1	0	0	0	0	0	0	0	2	1	0	3
ENSG00000257925	0	0	0	0	0	0	0	0	0	0	0	8	0	0
ENSG00000257927	0	0	0	0	0	0	0	0	0	0	0	0	5	0
ENSG00000257932	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257935	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257940	6	0	9	16	6	0	0	14	0	0	0	0	0	37
ENSG00000257941	5	3	6	3	6	0	4	1	0	4	3	4	4	1
ENSG00000257943	42	3	29	4	9	1	1	7	8	1	0	0	0	27
ENSG00000257947	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000257948	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257949	0	0	2	5	0	1	0	0	0	1	0	1	0	1
ENSG00000257950	15	13	15	17	6	14	25	9	23	12	9	14	15	11
ENSG00000257951	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000257953	0	1	0	1	2	0	0	3	0	0	0	0	0	1
ENSG00000257954	0	2	5	5	1	4	1	0	14	2	4	4	6	1
ENSG00000257955	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257956	6	3	3	1	4	2	7	2	6	2	1	10	10	4
ENSG00000257957	3	4	0	4	0	0	0	0	0	1	0	2	0	2
ENSG00000257958	0	0	2	3	2	0	0	0	3	0	0	0	0	13
ENSG00000257959	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257962	0	0	3	1	0	0	0	0	0	0	0	0	0	0
ENSG00000257964	6	3	13	7	8	7	9	4	18	5	4	4	10	14
ENSG00000257966	3	0	0	0	0	0	0	0	3	0	0	1	0	2
ENSG00000257976	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257979	2	0	1	2	0	0	0	0	0	0	0	0	1	0
ENSG00000257985	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257986	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257987	4	0	0	1	0	1	0	0	0	0	0	0	0	1
ENSG00000257989	8	2	2	2	9	0	0	5	0	0	0	0	0	10
